,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2
JAG2_NOTCH1_3,JAG2_NOTCH1_3,NOTCH,jag1b,notch1b,,,,,"PMID: 22353464","Cell-Cell Contact","jag1b - notch1b"
JAG2_NOTCH1_4,JAG2_NOTCH1_4,NOTCH,jag1b,notch1a,,,,,"PMID: 22353464","Cell-Cell Contact","jag1b - notch1a"
JAG2_NOTCH1_5,JAG2_NOTCH1_5,NOTCH,dll4,notch1b,,,,,"PMID: 22353464","Cell-Cell Contact","dll4 - notch1b"
JAG2_NOTCH1_6,JAG2_NOTCH1_6,NOTCH,dll4,notch1a,,,,,"PMID: 22353464","Cell-Cell Contact","dll4 - notch1a"
JAG2_NOTCH1_7,JAG2_NOTCH1_7,NOTCH,jag1a,notch1b,,,,,"PMID: 22353464","Cell-Cell Contact","jag1a - notch1b"
JAG2_NOTCH1_8,JAG2_NOTCH1_8,NOTCH,jag1a,notch1a,,,,,"PMID: 22353464","Cell-Cell Contact","jag1a - notch1a"
JAG2_NOTCH2_1,JAG2_NOTCH2_1,NOTCH,jag2b,si:ch73-281k2.5,,,,,"PMID: 22353464","Cell-Cell Contact","jag2b - si:ch73-281k2.5"
JAG2_NOTCH2_2,JAG2_NOTCH2_2,NOTCH,jag2b,notch2,,,,,"PMID: 22353464","Cell-Cell Contact","jag2b - notch2"
JAG2_NOTCH2_3,JAG2_NOTCH2_3,NOTCH,jag1b,si:ch73-281k2.5,,,,,"PMID: 22353464","Cell-Cell Contact","jag1b - si:ch73-281k2.5"
JAG2_NOTCH2_4,JAG2_NOTCH2_4,NOTCH,jag1b,notch2,,,,,"PMID: 22353464","Cell-Cell Contact","jag1b - notch2"
JAG2_NOTCH2_5,JAG2_NOTCH2_5,NOTCH,dll4,si:ch73-281k2.5,,,,,"PMID: 22353464","Cell-Cell Contact","dll4 - si:ch73-281k2.5"
JAG2_NOTCH2_6,JAG2_NOTCH2_6,NOTCH,dll4,notch2,,,,,"PMID: 22353464","Cell-Cell Contact","dll4 - notch2"
JAG2_NOTCH2_7,JAG2_NOTCH2_7,NOTCH,jag1a,si:ch73-281k2.5,,,,,"PMID: 22353464","Cell-Cell Contact","jag1a - si:ch73-281k2.5"
JAG2_NOTCH2_8,JAG2_NOTCH2_8,NOTCH,jag1a,notch2,,,,,"PMID: 22353464","Cell-Cell Contact","jag1a - notch2"
JAG2_NOTCH3_1,JAG2_NOTCH3_1,NOTCH,jag2b,notch3,,,,,"PMID: 22353464","Cell-Cell Contact","jag2b - notch3"
JAG2_NOTCH3_2,JAG2_NOTCH3_2,NOTCH,jag1b,notch3,,,,,"PMID: 22353464","Cell-Cell Contact","jag1b - notch3"
JAG2_NOTCH3_3,JAG2_NOTCH3_3,NOTCH,dll4,notch3,,,,,"PMID: 22353464","Cell-Cell Contact","dll4 - notch3"
JAG2_NOTCH3_4,JAG2_NOTCH3_4,NOTCH,jag1a,notch3,,,,,"PMID: 22353464","Cell-Cell Contact","jag1a - notch3"
DLL1_NOTCH2_1,DLL1_NOTCH2_1,NOTCH,dla,si:ch73-281k2.5,,,,,"PMID: 22353464","Cell-Cell Contact","dla - si:ch73-281k2.5"
DLL1_NOTCH2_2,DLL1_NOTCH2_2,NOTCH,dla,notch2,,,,,"PMID: 22353464","Cell-Cell Contact","dla - notch2"
DLL1_NOTCH2_3,DLL1_NOTCH2_3,NOTCH,dld,si:ch73-281k2.5,,,,,"PMID: 22353464","Cell-Cell Contact","dld - si:ch73-281k2.5"
DLL1_NOTCH2_4,DLL1_NOTCH2_4,NOTCH,dld,notch2,,,,,"PMID: 22353464","Cell-Cell Contact","dld - notch2"
NRXN1_NLGN1,NRXN1_NLGN1,NRXN,nrxn1b,nlgn1,,,,,"KEGG: mmu04514","Cell-Cell Contact","nrxn1b - nlgn1"
NRXN1_NLGN2,NRXN1_NLGN2,NRXN,nrxn1b,nlgn2a,,,,,"KEGG: mmu04514","Cell-Cell Contact","nrxn1b - nlgn2a"
NRXN1_NLGN3,NRXN1_NLGN3,NRXN,nrxn1b,nlgn3a,,,,,"KEGG: mmu04514","Cell-Cell Contact","nrxn1b - nlgn3a"
NRXN3_NLGN1,NRXN3_NLGN1,NRXN,nrxn3a,nlgn1,,,,,"KEGG: mmu04514","Cell-Cell Contact","nrxn3a - nlgn1"
NRXN3_NLGN2,NRXN3_NLGN2,NRXN,nrxn3a,nlgn2a,,,,,"KEGG: mmu04514","Cell-Cell Contact","nrxn3a - nlgn2a"
NRXN3_NLGN3,NRXN3_NLGN3,NRXN,nrxn3a,nlgn3a,,,,,"KEGG: mmu04514","Cell-Cell Contact","nrxn3a - nlgn3a"
OCLN_OCLN_1,OCLN_OCLN_1,OCLN,oclna,oclna,,,,,"KEGG: mmu04514","Cell-Cell Contact","oclna - oclna"
OCLN_OCLN_2,OCLN_OCLN_2,OCLN,oclna,oclnb,,,,,"KEGG: mmu04514","Cell-Cell Contact","oclna - oclnb"
OCLN_OCLN_3,OCLN_OCLN_3,OCLN,oclnb,oclna,,,,,"KEGG: mmu04514","Cell-Cell Contact","oclnb - oclna"
OCLN_OCLN_4,OCLN_OCLN_4,OCLN,oclnb,oclnb,,,,,"KEGG: mmu04514","Cell-Cell Contact","oclnb - oclnb"
PECAM1_PECAM1_1,PECAM1_PECAM1_1,PECAM1,si:dkey-237i9.8,si:dkey-237i9.8,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:dkey-237i9.8 - si:dkey-237i9.8"
PECAM1_PECAM1_2,PECAM1_PECAM1_2,PECAM1,si:dkey-237i9.8,pecam1,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:dkey-237i9.8 - pecam1"
PECAM1_PECAM1_3,PECAM1_PECAM1_3,PECAM1,pecam1,si:dkey-237i9.8,,,,,"KEGG: mmu04514","Cell-Cell Contact","pecam1 - si:dkey-237i9.8"
PECAM1_PECAM1_4,PECAM1_PECAM1_4,PECAM1,pecam1,pecam1,,,,,"KEGG: mmu04514","Cell-Cell Contact","pecam1 - pecam1"
PTPRM_PTPRM,PTPRM_PTPRM,PTPRM,si:ch1073-391i24.1,si:ch1073-391i24.1,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch1073-391i24.1 - si:ch1073-391i24.1"
PVR_CD226_1,PVR_CD226_1,PVR,pvrl2l,cd226,,,,,"KEGG: mmu04514","Cell-Cell Contact","pvrl2l - cd226"
PVR_CD226_2,PVR_CD226_2,PVR,si:ch211-222f23.6,cd226,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-222f23.6 - cd226"
PVR_CD226_3,PVR_CD226_3,PVR,si:ch211-214p13.3,cd226,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-214p13.3 - cd226"
PVR_CD226_4,PVR_CD226_4,PVR,zgc:113337,cd226,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:113337 - cd226"
PVR_CD226_5,PVR_CD226_5,PVR,si:ch211-141e20.2,cd226,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-141e20.2 - cd226"
PVR_CD226_6,PVR_CD226_6,PVR,si:ch73-22o12.1,cd226,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch73-22o12.1 - cd226"
PVR_CD226_7,PVR_CD226_7,PVR,zgc:172122,cd226,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:172122 - cd226"
PVR_CD226_8,PVR_CD226_8,PVR,sc:d189,cd226,,,,,"KEGG: mmu04514","Cell-Cell Contact","sc:d189 - cd226"
PVR_TIGIT_1,PVR_TIGIT_1,PVR,pvrl2l,pvrl2l,,,,,"KEGG: mmu04514","Cell-Cell Contact","pvrl2l - pvrl2l"
PVR_TIGIT_2,PVR_TIGIT_2,PVR,pvrl2l,si:ch211-222f23.6,,,,,"KEGG: mmu04514","Cell-Cell Contact","pvrl2l - si:ch211-222f23.6"
PVR_TIGIT_3,PVR_TIGIT_3,PVR,pvrl2l,si:ch211-214p13.3,,,,,"KEGG: mmu04514","Cell-Cell Contact","pvrl2l - si:ch211-214p13.3"
PVR_TIGIT_4,PVR_TIGIT_4,PVR,pvrl2l,zgc:113337,,,,,"KEGG: mmu04514","Cell-Cell Contact","pvrl2l - zgc:113337"
PVR_TIGIT_5,PVR_TIGIT_5,PVR,pvrl2l,si:ch211-141e20.2,,,,,"KEGG: mmu04514","Cell-Cell Contact","pvrl2l - si:ch211-141e20.2"
PVR_TIGIT_6,PVR_TIGIT_6,PVR,pvrl2l,si:ch73-22o12.1,,,,,"KEGG: mmu04514","Cell-Cell Contact","pvrl2l - si:ch73-22o12.1"
PVR_TIGIT_7,PVR_TIGIT_7,PVR,pvrl2l,zgc:172122,,,,,"KEGG: mmu04514","Cell-Cell Contact","pvrl2l - zgc:172122"
PVR_TIGIT_8,PVR_TIGIT_8,PVR,pvrl2l,sc:d189,,,,,"KEGG: mmu04514","Cell-Cell Contact","pvrl2l - sc:d189"
PVR_TIGIT_9,PVR_TIGIT_9,PVR,si:ch211-222f23.6,pvrl2l,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-222f23.6 - pvrl2l"
PVR_TIGIT_10,PVR_TIGIT_10,PVR,si:ch211-222f23.6,si:ch211-222f23.6,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-222f23.6 - si:ch211-222f23.6"
PVR_TIGIT_11,PVR_TIGIT_11,PVR,si:ch211-222f23.6,si:ch211-214p13.3,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-222f23.6 - si:ch211-214p13.3"
PVR_TIGIT_12,PVR_TIGIT_12,PVR,si:ch211-222f23.6,zgc:113337,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-222f23.6 - zgc:113337"
PVR_TIGIT_13,PVR_TIGIT_13,PVR,si:ch211-222f23.6,si:ch211-141e20.2,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-222f23.6 - si:ch211-141e20.2"
PVR_TIGIT_14,PVR_TIGIT_14,PVR,si:ch211-222f23.6,si:ch73-22o12.1,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-222f23.6 - si:ch73-22o12.1"
PVR_TIGIT_15,PVR_TIGIT_15,PVR,si:ch211-222f23.6,zgc:172122,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-222f23.6 - zgc:172122"
PVR_TIGIT_16,PVR_TIGIT_16,PVR,si:ch211-222f23.6,sc:d189,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-222f23.6 - sc:d189"
PVR_TIGIT_17,PVR_TIGIT_17,PVR,si:ch211-214p13.3,pvrl2l,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-214p13.3 - pvrl2l"
PVR_TIGIT_18,PVR_TIGIT_18,PVR,si:ch211-214p13.3,si:ch211-222f23.6,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-214p13.3 - si:ch211-222f23.6"
PVR_TIGIT_19,PVR_TIGIT_19,PVR,si:ch211-214p13.3,si:ch211-214p13.3,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-214p13.3 - si:ch211-214p13.3"
PVR_TIGIT_20,PVR_TIGIT_20,PVR,si:ch211-214p13.3,zgc:113337,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-214p13.3 - zgc:113337"
PVR_TIGIT_21,PVR_TIGIT_21,PVR,si:ch211-214p13.3,si:ch211-141e20.2,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-214p13.3 - si:ch211-141e20.2"
PVR_TIGIT_22,PVR_TIGIT_22,PVR,si:ch211-214p13.3,si:ch73-22o12.1,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-214p13.3 - si:ch73-22o12.1"
PVR_TIGIT_23,PVR_TIGIT_23,PVR,si:ch211-214p13.3,zgc:172122,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-214p13.3 - zgc:172122"
PVR_TIGIT_24,PVR_TIGIT_24,PVR,si:ch211-214p13.3,sc:d189,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-214p13.3 - sc:d189"
PVR_TIGIT_25,PVR_TIGIT_25,PVR,zgc:113337,pvrl2l,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:113337 - pvrl2l"
PVR_TIGIT_26,PVR_TIGIT_26,PVR,zgc:113337,si:ch211-222f23.6,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:113337 - si:ch211-222f23.6"
PVR_TIGIT_27,PVR_TIGIT_27,PVR,zgc:113337,si:ch211-214p13.3,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:113337 - si:ch211-214p13.3"
PVR_TIGIT_28,PVR_TIGIT_28,PVR,zgc:113337,zgc:113337,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:113337 - zgc:113337"
PVR_TIGIT_29,PVR_TIGIT_29,PVR,zgc:113337,si:ch211-141e20.2,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:113337 - si:ch211-141e20.2"
PVR_TIGIT_30,PVR_TIGIT_30,PVR,zgc:113337,si:ch73-22o12.1,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:113337 - si:ch73-22o12.1"
PVR_TIGIT_31,PVR_TIGIT_31,PVR,zgc:113337,zgc:172122,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:113337 - zgc:172122"
PVR_TIGIT_32,PVR_TIGIT_32,PVR,zgc:113337,sc:d189,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:113337 - sc:d189"
PVR_TIGIT_33,PVR_TIGIT_33,PVR,si:ch211-141e20.2,pvrl2l,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-141e20.2 - pvrl2l"
PVR_TIGIT_34,PVR_TIGIT_34,PVR,si:ch211-141e20.2,si:ch211-222f23.6,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-141e20.2 - si:ch211-222f23.6"
PVR_TIGIT_35,PVR_TIGIT_35,PVR,si:ch211-141e20.2,si:ch211-214p13.3,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-141e20.2 - si:ch211-214p13.3"
PVR_TIGIT_36,PVR_TIGIT_36,PVR,si:ch211-141e20.2,zgc:113337,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-141e20.2 - zgc:113337"
PVR_TIGIT_37,PVR_TIGIT_37,PVR,si:ch211-141e20.2,si:ch211-141e20.2,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-141e20.2 - si:ch211-141e20.2"
PVR_TIGIT_38,PVR_TIGIT_38,PVR,si:ch211-141e20.2,si:ch73-22o12.1,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-141e20.2 - si:ch73-22o12.1"
PVR_TIGIT_39,PVR_TIGIT_39,PVR,si:ch211-141e20.2,zgc:172122,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-141e20.2 - zgc:172122"
PVR_TIGIT_40,PVR_TIGIT_40,PVR,si:ch211-141e20.2,sc:d189,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch211-141e20.2 - sc:d189"
PVR_TIGIT_41,PVR_TIGIT_41,PVR,si:ch73-22o12.1,pvrl2l,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch73-22o12.1 - pvrl2l"
PVR_TIGIT_42,PVR_TIGIT_42,PVR,si:ch73-22o12.1,si:ch211-222f23.6,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch73-22o12.1 - si:ch211-222f23.6"
PVR_TIGIT_43,PVR_TIGIT_43,PVR,si:ch73-22o12.1,si:ch211-214p13.3,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch73-22o12.1 - si:ch211-214p13.3"
PVR_TIGIT_44,PVR_TIGIT_44,PVR,si:ch73-22o12.1,zgc:113337,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch73-22o12.1 - zgc:113337"
PVR_TIGIT_45,PVR_TIGIT_45,PVR,si:ch73-22o12.1,si:ch211-141e20.2,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch73-22o12.1 - si:ch211-141e20.2"
PVR_TIGIT_46,PVR_TIGIT_46,PVR,si:ch73-22o12.1,si:ch73-22o12.1,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch73-22o12.1 - si:ch73-22o12.1"
PVR_TIGIT_47,PVR_TIGIT_47,PVR,si:ch73-22o12.1,zgc:172122,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch73-22o12.1 - zgc:172122"
PVR_TIGIT_48,PVR_TIGIT_48,PVR,si:ch73-22o12.1,sc:d189,,,,,"KEGG: mmu04514","Cell-Cell Contact","si:ch73-22o12.1 - sc:d189"
PVR_TIGIT_49,PVR_TIGIT_49,PVR,zgc:172122,pvrl2l,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:172122 - pvrl2l"
PVR_TIGIT_50,PVR_TIGIT_50,PVR,zgc:172122,si:ch211-222f23.6,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:172122 - si:ch211-222f23.6"
PVR_TIGIT_51,PVR_TIGIT_51,PVR,zgc:172122,si:ch211-214p13.3,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:172122 - si:ch211-214p13.3"
PVR_TIGIT_52,PVR_TIGIT_52,PVR,zgc:172122,zgc:113337,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:172122 - zgc:113337"
PVR_TIGIT_53,PVR_TIGIT_53,PVR,zgc:172122,si:ch211-141e20.2,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:172122 - si:ch211-141e20.2"
PVR_TIGIT_54,PVR_TIGIT_54,PVR,zgc:172122,si:ch73-22o12.1,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:172122 - si:ch73-22o12.1"
PVR_TIGIT_55,PVR_TIGIT_55,PVR,zgc:172122,zgc:172122,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:172122 - zgc:172122"
PVR_TIGIT_56,PVR_TIGIT_56,PVR,zgc:172122,sc:d189,,,,,"KEGG: mmu04514","Cell-Cell Contact","zgc:172122 - sc:d189"
PVR_TIGIT_57,PVR_TIGIT_57,PVR,sc:d189,pvrl2l,,,,,"KEGG: mmu04514","Cell-Cell Contact","sc:d189 - pvrl2l"
PVR_TIGIT_58,PVR_TIGIT_58,PVR,sc:d189,si:ch211-222f23.6,,,,,"KEGG: mmu04514","Cell-Cell Contact","sc:d189 - si:ch211-222f23.6"
PVR_TIGIT_59,PVR_TIGIT_59,PVR,sc:d189,si:ch211-214p13.3,,,,,"KEGG: mmu04514","Cell-Cell Contact","sc:d189 - si:ch211-214p13.3"
PVR_TIGIT_60,PVR_TIGIT_60,PVR,sc:d189,zgc:113337,,,,,"KEGG: mmu04514","Cell-Cell Contact","sc:d189 - zgc:113337"
PVR_TIGIT_61,PVR_TIGIT_61,PVR,sc:d189,si:ch211-141e20.2,,,,,"KEGG: mmu04514","Cell-Cell Contact","sc:d189 - si:ch211-141e20.2"
PVR_TIGIT_62,PVR_TIGIT_62,PVR,sc:d189,si:ch73-22o12.1,,,,,"KEGG: mmu04514","Cell-Cell Contact","sc:d189 - si:ch73-22o12.1"
PVR_TIGIT_63,PVR_TIGIT_63,PVR,sc:d189,zgc:172122,,,,,"KEGG: mmu04514","Cell-Cell Contact","sc:d189 - zgc:172122"
PVR_TIGIT_64,PVR_TIGIT_64,PVR,sc:d189,sc:d189,,,,,"KEGG: mmu04514","Cell-Cell Contact","sc:d189 - sc:d189"
SELE_CD44_1,SELE_CD44_1,SELE,selp,cd44a,,,,,PMC4571854,"Cell-Cell Contact","selp - cd44a"
SELE_CD44_2,SELE_CD44_2,SELE,selp,cd44b,,,,,PMC4571854,"Cell-Cell Contact","selp - cd44b"
SELE_GLG1_1,SELE_GLG1_1,SELE,selp,glg1a,,,,,"PMID: 11404363","Cell-Cell Contact","selp - glg1a"
SELE_GLG1_2,SELE_GLG1_2,SELE,selp,glg1b,,,,,"PMID: 11404363","Cell-Cell Contact","selp - glg1b"
SEMA4C_PLXNB2_1,SEMA4C_PLXNB2_1,SEMA4,sema4c,plxnb2a,,,,,"PMID: 27533782","Cell-Cell Contact","sema4c - plxnb2a"
SEMA4C_PLXNB2_2,SEMA4C_PLXNB2_2,SEMA4,sema4c,si:ch211-127b11.1,,,,,"PMID: 27533782","Cell-Cell Contact","sema4c - si:ch211-127b11.1"
SEMA4C_PLXNB2_3,SEMA4C_PLXNB2_3,SEMA4,sema4c,si:dkey-183c2.4,,,,,"PMID: 27533782","Cell-Cell Contact","sema4c - si:dkey-183c2.4"
SEMA4C_PLXNB2_4,SEMA4C_PLXNB2_4,SEMA4,sema4c,plxnb2b,,,,,"PMID: 27533782","Cell-Cell Contact","sema4c - plxnb2b"
SEMA4G_PLXNB2_5,SEMA4G_PLXNB2_5,SEMA4,sema4gb,plxnb2a,,,,,"PMID: 27533782","Cell-Cell Contact","sema4gb - plxnb2a"
SEMA4G_PLXNB2_6,SEMA4G_PLXNB2_6,SEMA4,sema4gb,si:ch211-127b11.1,,,,,"PMID: 27533782","Cell-Cell Contact","sema4gb - si:ch211-127b11.1"
SEMA4G_PLXNB2_7,SEMA4G_PLXNB2_7,SEMA4,sema4gb,si:dkey-183c2.4,,,,,"PMID: 27533782","Cell-Cell Contact","sema4gb - si:dkey-183c2.4"
SEMA4G_PLXNB2_8,SEMA4G_PLXNB2_8,SEMA4,sema4gb,plxnb2b,,,,,"PMID: 27533782","Cell-Cell Contact","sema4gb - plxnb2b"
SEMA4G_PLXNB2_9,SEMA4G_PLXNB2_9,SEMA4,sema4ga,plxnb2a,,,,,"PMID: 27533782","Cell-Cell Contact","sema4ga - plxnb2a"
SEMA4G_PLXNB2_10,SEMA4G_PLXNB2_10,SEMA4,sema4ga,si:ch211-127b11.1,,,,,"PMID: 27533782","Cell-Cell Contact","sema4ga - si:ch211-127b11.1"
SEMA4G_PLXNB2_11,SEMA4G_PLXNB2_11,SEMA4,sema4ga,si:dkey-183c2.4,,,,,"PMID: 27533782","Cell-Cell Contact","sema4ga - si:dkey-183c2.4"
SEMA4G_PLXNB2_12,SEMA4G_PLXNB2_12,SEMA4,sema4ga,plxnb2b,,,,,"PMID: 27533782","Cell-Cell Contact","sema4ga - plxnb2b"
SEMA5A_PLXNA1,SEMA5A_PLXNA1,SEMA5,sema5a,plxna1a,,,,,"PMID: 27533782","Cell-Cell Contact","sema5a - plxna1a"
SEMA5B_PLXNA1_1,SEMA5B_PLXNA1_1,SEMA5,sema5bb,plxna1a,,,,,"PMID: 27533782","Cell-Cell Contact","sema5bb - plxna1a"
SEMA5B_PLXNA1_2,SEMA5B_PLXNA1_2,SEMA5,sema5ba,plxna1a,,,,,"PMID: 27533782","Cell-Cell Contact","sema5ba - plxna1a"
SEMA5A_PLXNA3,SEMA5A_PLXNA3,SEMA5,sema5a,plxna3,,,,,"PMID: 27533782","Cell-Cell Contact","sema5a - plxna3"
SEMA5B_PLXNA3_1,SEMA5B_PLXNA3_1,SEMA5,sema5bb,plxna3,,,,,"PMID: 27533782","Cell-Cell Contact","sema5bb - plxna3"
SEMA5B_PLXNA3_2,SEMA5B_PLXNA3_2,SEMA5,sema5ba,plxna3,,,,,"PMID: 27533782","Cell-Cell Contact","sema5ba - plxna3"
SEMA5A_PLXNB3,SEMA5A_PLXNB3,SEMA5,sema5a,plxnb3,,,,,"PMID: 27533782","Cell-Cell Contact","sema5a - plxnb3"
SEMA6D_PLXNA1,SEMA6D_PLXNA1,SEMA6,sema6dl,plxna1a,,,,,"PMID: 27533782","Cell-Cell Contact","sema6dl - plxna1a"
SEMA6A_PLXNA2,SEMA6A_PLXNA2,SEMA6,sema6a,plxna2,,,,,"PMID: 27533782","Cell-Cell Contact","sema6a - plxna2"
SEMA6B_PLXNA2_1,SEMA6B_PLXNA2_1,SEMA6,sema6bb,plxna2,,,,,"PMID: 27533782","Cell-Cell Contact","sema6bb - plxna2"
SEMA6B_PLXNA2_2,SEMA6B_PLXNA2_2,SEMA6,sema6ba,plxna2,,,,,"PMID: 27533782","Cell-Cell Contact","sema6ba - plxna2"
SEMA7A_PLXNC1,SEMA7A_PLXNC1,SEMA7,sema7a,plxnc1,,,,,"PMID: 27533782","Cell-Cell Contact","sema7a - plxnc1"
TIGIT_NECTIN2_1,TIGIT_NECTIN2_1,TIGIT,pvrl2l,pvrl2l,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","pvrl2l - pvrl2l"
TIGIT_NECTIN2_2,TIGIT_NECTIN2_2,TIGIT,pvrl2l,zgc:113337,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","pvrl2l - zgc:113337"
TIGIT_NECTIN2_3,TIGIT_NECTIN2_3,TIGIT,pvrl2l,si:ch73-22o12.1,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","pvrl2l - si:ch73-22o12.1"
TIGIT_NECTIN2_4,TIGIT_NECTIN2_4,TIGIT,pvrl2l,zgc:172122,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","pvrl2l - zgc:172122"
TIGIT_NECTIN2_5,TIGIT_NECTIN2_5,TIGIT,pvrl2l,sc:d189,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","pvrl2l - sc:d189"
TIGIT_NECTIN2_6,TIGIT_NECTIN2_6,TIGIT,si:ch211-222f23.6,pvrl2l,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","si:ch211-222f23.6 - pvrl2l"
TIGIT_NECTIN2_7,TIGIT_NECTIN2_7,TIGIT,si:ch211-222f23.6,zgc:113337,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","si:ch211-222f23.6 - zgc:113337"
TIGIT_NECTIN2_8,TIGIT_NECTIN2_8,TIGIT,si:ch211-222f23.6,si:ch73-22o12.1,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","si:ch211-222f23.6 - si:ch73-22o12.1"
TIGIT_NECTIN2_9,TIGIT_NECTIN2_9,TIGIT,si:ch211-222f23.6,zgc:172122,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","si:ch211-222f23.6 - zgc:172122"
TIGIT_NECTIN2_10,TIGIT_NECTIN2_10,TIGIT,si:ch211-222f23.6,sc:d189,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","si:ch211-222f23.6 - sc:d189"
TIGIT_NECTIN2_11,TIGIT_NECTIN2_11,TIGIT,si:ch211-214p13.3,pvrl2l,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","si:ch211-214p13.3 - pvrl2l"
TIGIT_NECTIN2_12,TIGIT_NECTIN2_12,TIGIT,si:ch211-214p13.3,zgc:113337,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","si:ch211-214p13.3 - zgc:113337"
TIGIT_NECTIN2_13,TIGIT_NECTIN2_13,TIGIT,si:ch211-214p13.3,si:ch73-22o12.1,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","si:ch211-214p13.3 - si:ch73-22o12.1"
TIGIT_NECTIN2_14,TIGIT_NECTIN2_14,TIGIT,si:ch211-214p13.3,zgc:172122,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","si:ch211-214p13.3 - zgc:172122"
TIGIT_NECTIN2_15,TIGIT_NECTIN2_15,TIGIT,si:ch211-214p13.3,sc:d189,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","si:ch211-214p13.3 - sc:d189"
TIGIT_NECTIN2_16,TIGIT_NECTIN2_16,TIGIT,zgc:113337,pvrl2l,,,,,"PMID: 1313846; PMID:24987108","Cell-Cell Contact","zgc:113337 - pvrl2l"
